# Ticks,TimeStamp,ValidTipForce,TipForce_mN_0,TipForce_mN_1,TipForce_mN_2,TipForce_mN_3,ScleraForce_mN_0,ScleraForce_mN_1,TipForceNorm_mN,ScleraForceNorm_mN,TipForceDirection0,TipForceDirection1,FBGRaw0,FBGRaw1,FBGRaw2,FBGRaw3,HandleForcesN0,HandleForcesN1,HandleForcesN2,HandleForcesN3,HandleForcesN4,HandleForcesN5,FT_SensorRaw0,FT_SensorRaw1,FT_SensorRaw2,FT_SensorRaw3,FT_SensorRaw4,FT_SensorRaw5,RobotPosition0,RobotPosition1,RobotPosition2,RobotPosition3,RobotPosition4,RobotPosition5,RobotVelocity0,RobotVelocity1,RobotVelocity2,RobotVelocity3,RobotVelocity4,RobotVelocity5,Pedal0,Pedal1,NNPRedictedFsX,NNPRedictedFsY,NNPRedictedFsNorm,Depth_p,x_new_p_0,x_new_p_1,x_new_p_2,P_new_p,PX_new_p_0,PX_new_p_1,PX_new_p_2,PX_new_p_3,PX_new_p_4,PX_new_p_5,PX_new_p_6,PX_new_p_7,PX_new_p_8,desiredControlParams_0,desiredControlParams_1,desiredControlParams_2
716471,1691512421.243355,0,0.0013262,-0.0002425,0.0000066,-0.0000000,0.0000000,0.0000000,0.0013482,0.0000000,-17.4774222,125.3366158,1550.0972872,1550.1932814,1550.2050120,0.0000000,-0.0120944,-0.0294069,-0.2404010,-0.0064381,0.0009388,-0.0024290,-0.2113159,-0.0230315,-0.2932207,-0.0092661,0.0007393,0.0044915,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716472,1691512421.248651,0,0.0000143,-0.0000474,-0.0000020,0.0000000,0.0000000,0.0000000,0.0000496,0.0000000,-18.0660784,127.6479757,1550.0943540,1550.1899579,1550.2083355,0.0000000,0.0054578,-0.0461103,-0.2468901,-0.0067157,0.0009051,-0.0029880,-0.0044115,-0.1251727,-0.3464978,-0.0110485,0.0010119,-0.0025464,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.98,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716473,1691512421.253982,0,0.0000143,-0.0000474,-0.0000020,0.0000000,0.0000000,0.0000000,0.0000496,0.0000000,-18.0660784,127.6479757,1550.0943540,1550.1899579,1550.2083355,0.0000000,-0.0046423,-0.0276576,-0.2457335,-0.0067360,0.0008765,-0.0025764,-0.1753672,0.1345460,-0.1617000,-0.0059829,0.0001807,0.0035110,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716474,1691512421.259210,0,0.0000143,-0.0000474,-0.0000020,0.0000000,0.0000000,0.0000000,0.0000496,0.0000000,-18.0660784,127.6479757,1550.0943540,1550.1899579,1550.2083355,0.0000000,-0.0158968,-0.0368508,-0.2420170,-0.0066349,0.0010277,-0.0020926,-0.1833730,-0.0843942,-0.1624976,-0.0046251,0.0016018,0.0041985,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716475,1691512421.264265,0,0.0000143,-0.0000474,-0.0000020,0.0000000,0.0000000,0.0000000,0.0000496,0.0000000,-18.0660784,127.6479757,1550.0943540,1550.1899579,1550.2083355,0.0000000,-0.0151419,-0.0406699,-0.2483161,-0.0069799,0.0011582,-0.0021520,-0.1367297,-0.0326305,-0.2693618,-0.0097529,0.0018696,0.0020866,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716476,1691512421.269785,0,0.0000143,-0.0000474,-0.0000020,0.0000000,0.0000000,0.0000000,0.0000496,0.0000000,-18.0660784,127.6479757,1550.0943540,1550.1899579,1550.2083355,0.0000000,-0.0329851,-0.0500784,-0.2647607,-0.0077012,0.0014579,-0.0015515,-0.3189532,-0.0814697,-0.2914725,-0.0105407,0.0025254,0.0087888,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716477,1691512421.275442,0,-0.0000116,-0.0000290,-0.0000016,-0.0000000,0.0000000,0.0000000,0.0000312,0.0000000,-17.8184854,127.7480114,1550.0937693,1550.1893712,1550.2077488,0.0000000,-0.0401210,-0.0544370,-0.2551398,-0.0073913,0.0014097,-0.0012520,-0.1637577,-0.0692966,-0.1349147,-0.0041276,0.0006113,0.0032096,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716478,1691512421.280849,0,-0.0000132,-0.0000203,-0.0000017,-0.0000000,0.0000000,0.0000000,0.0000243,0.0000000,-16.8234969,125.9345171,1550.0935725,1550.1905446,1550.2081406,0.0000000,-0.0593933,-0.0480891,-0.2597821,-0.0075923,0.0015414,-0.0005317,-0.3118087,0.0239670,-0.1753424,-0.0060858,0.0013597,0.0086154,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.98,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716479,1691512421.286124,0,0.0002828,-0.0001147,-0.0000013,0.0000000,0.0000000,0.0000000,0.0003052,0.0000000,-17.8503608,126.2938091,1550.0959190,1550.1913263,1550.2087273,0.0000000,-0.0449400,-0.0518432,-0.2289528,-0.0065168,0.0013269,-0.0011746,0.0585787,-0.0758393,-0.0359111,-0.0011935,0.0005548,-0.0060728,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716480,1691512421.292075,0,0.0005516,-0.0001491,0.0000007,-0.0000000,0.0000000,0.0000000,0.0005714,0.0000000,-17.6643715,125.7830237,1550.0963108,1550.1917161,1550.2077488,0.0000000,-0.0489718,-0.0232182,-0.2075159,-0.0055109,0.0012242,-0.0010662,-0.0915540,0.1911171,0.0190274,0.0017372,0.0006013,-0.0010422,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716481,1691512421.297264,0,0.0008475,-0.0002435,0.0000011,0.0000000,0.0000000,0.0000000,0.0008818,0.0000000,-17.8603034,125.9793423,1550.0986554,1550.1924997,1550.2083355,0.0000000,-0.0470641,-0.0117921,-0.2018469,-0.0051385,0.0011846,-0.0010731,-0.0985385,0.0911641,-0.1178827,-0.0025958,0.0008784,0.0001226,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716482,1691512421.302564,0,0.0008475,-0.0002435,0.0000011,0.0000000,0.0000000,0.0000000,0.0008818,0.0000000,-17.8603034,125.9793423,1550.0986554,1550.1924997,1550.2083355,0.0000000,-0.0034921,-0.0093568,-0.2185846,-0.0058172,0.0009943,-0.0026573,0.1426137,0.0708696,-0.4452832,-0.0161534,0.0007228,-0.0083693,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716483,1691512421.308532,0,-0.0002953,-0.0000191,-0.0000050,0.0000000,0.0000000,0.0000000,0.0002959,0.0000000,163.1155812,-57.2226424,1550.0943540,1550.1905446,1550.2102906,0.0000000,-0.0064785,0.0093979,-0.2301611,-0.0060689,0.0012477,-0.0025082,-0.1635872,0.1865089,-0.2499790,-0.0077751,0.0028191,0.0026142,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716484,1691512421.314016,0,-0.0002953,-0.0000191,-0.0000050,0.0000000,0.0000000,0.0000000,0.0002959,0.0000000,163.1155812,-57.2226424,1550.0943540,1550.1905446,1550.2102906,0.0000000,-0.0257399,0.0287182,-0.2129840,-0.0054016,0.0012526,-0.0017818,-0.1900124,0.1724977,0.0222779,0.0012463,0.0007988,0.0036258,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716485,1691512421.319443,0,-0.0002953,-0.0000191,-0.0000050,0.0000000,0.0000000,0.0000000,0.0002959,0.0000000,163.1155812,-57.2226424,1550.0943540,1550.1905446,1550.2102906,0.0000000,-0.0338461,0.0235700,-0.2269689,-0.0060635,0.0014957,-0.0015677,-0.2293853,0.0205305,-0.2577663,-0.0099280,0.0026271,0.0052343,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716486,1691512421.324643,0,-0.0002953,-0.0000191,-0.0000050,0.0000000,0.0000000,0.0000000,0.0002959,0.0000000,163.1155812,-57.2226424,1550.0943540,1550.1905446,1550.2102906,0.0000000,0.0024082,0.0366080,-0.2498408,-0.0068901,0.0012115,-0.0028215,0.0648287,0.2019852,-0.4759591,-0.0171161,-0.0001792,-0.0054284,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716487,1691512421.329724,0,-0.0002953,-0.0000191,-0.0000050,0.0000000,0.0000000,0.0000000,0.0002959,0.0000000,163.1155812,-57.2226424,1550.0943540,1550.1905446,1550.2102906,0.0000000,-0.0334287,0.0546657,-0.2678126,-0.0071851,0.0015065,-0.0015008,-0.4475126,0.2204505,-0.2033679,-0.0048193,0.0020831,0.0120698,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716488,1691512421.334777,0,-0.0002953,-0.0000191,-0.0000050,0.0000000,0.0000000,0.0000000,0.0002959,0.0000000,163.1155812,-57.2226424,1550.0943540,1550.1905446,1550.2102906,0.0000000,-0.0302901,0.0334285,-0.2413805,-0.0064356,0.0012833,-0.0017829,-0.0245654,-0.1200852,-0.0526131,-0.0024156,0.0000458,-0.0031927,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716489,1691512421.339881,0,-0.0006472,0.0000617,-0.0000063,0.0000000,0.0000000,0.0000000,0.0006501,0.0000000,162.4890770,-55.1950730,1550.0925960,1550.1893712,1550.2102906,0.0000000,-0.0430371,0.0412097,-0.2517316,-0.0068490,0.0014343,-0.0013180,-0.2679920,0.1313066,-0.2207733,-0.0080278,0.0016812,0.0065715,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716490,1691512421.345127,0,-0.0001803,-0.0000261,-0.0000042,-0.0000000,0.0000000,0.0000000,0.0001822,0.0000000,-16.2049075,146.3191150,1550.0943540,1550.1919130,1550.2102906,0.0000000,-0.0377811,0.0519881,-0.2692193,-0.0072074,0.0012997,-0.0013087,-0.1721739,0.1814918,-0.3400407,-0.0094593,-0.0001519,0.0031857,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716491,1691512421.350415,0,0.0011421,-0.0002002,0.0000061,-0.0000000,0.0000000,0.0000000,0.0011595,0.0000000,-17.4667030,125.2969563,1550.0963108,1550.1919130,1550.2046221,0.0000000,-0.0220713,0.0208414,-0.2781411,-0.0078494,0.0011464,-0.0020492,-0.0631738,-0.1627060,-0.3786609,-0.0147225,0.0001826,-0.0013536,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716492,1691512421.355984,0,0.0006046,-0.0001645,0.0000008,-0.0000000,0.0000000,0.0000000,0.0006266,0.0000000,-17.6764595,125.7975769,1550.0967006,1550.1921079,1550.2079456,0.0000000,-0.0173830,0.0303644,-0.2971371,-0.0085862,0.0010950,-0.0021551,-0.1746556,0.1565594,-0.3862766,-0.0140067,0.0002251,0.0035296,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716493,1691512421.361462,0,0.0006046,-0.0001645,0.0000008,-0.0000000,0.0000000,0.0000000,0.0006266,0.0000000,-17.6764595,125.7975769,1550.0967006,1550.1921079,1550.2079456,0.0000000,-0.0235003,0.0052750,-0.2534477,-0.0070987,0.0009559,-0.0020608,-0.0301265,-0.1949736,0.0714822,0.0030912,0.0003226,-0.0029720,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716494,1691512421.367210,0,0.0006046,-0.0001645,0.0000008,-0.0000000,0.0000000,0.0000000,0.0006266,0.0000000,-17.6764595,125.7975769,1550.0967006,1550.1921079,1550.2079456,0.0000000,0.0007125,0.0204644,-0.2526744,-0.0070328,0.0008315,-0.0029137,0.0575785,0.1748364,-0.2802777,-0.0099339,0.0006630,-0.0055282,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716495,1691512421.373027,0,-0.0007206,0.0000303,-0.0000079,0.0000000,0.0000000,0.0000000,0.0007213,0.0000000,162.9090588,-55.6070704,1550.0937693,1550.1881978,1550.2110742,0.0000000,-0.0154180,0.0326789,-0.2099464,-0.0054319,0.0007660,-0.0023501,-0.0749260,0.1013648,0.1750446,0.0067653,0.0004309,-0.0011137,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716496,1691512421.378036,0,-0.0007206,0.0000303,-0.0000079,0.0000000,0.0000000,0.0000000,0.0007213,0.0000000,162.9090588,-55.6070704,1550.0937693,1550.1881978,1550.2110742,0.0000000,-0.0324771,0.0228928,-0.2400838,-0.0065837,0.0011764,-0.0016659,-0.3471078,-0.0019252,-0.3544005,-0.0122261,0.0028807,0.0102344,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716497,1691512421.383361,0,-0.0007206,0.0000303,-0.0000079,0.0000000,0.0000000,0.0000000,0.0007213,0.0000000,162.9090588,-55.6070704,1550.0937693,1550.1881978,1550.2110742,0.0000000,-0.0476649,-0.0097440,-0.2207321,-0.0060190,0.0012572,-0.0012209,-0.1784551,-0.2529240,-0.0327870,-0.0006784,0.0014774,0.0029137,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716498,1691512421.388808,0,-0.0007206,0.0000303,-0.0000079,0.0000000,0.0000000,0.0000000,0.0007213,0.0000000,162.9090588,-55.6070704,1550.0937693,1550.1881978,1550.2110742,0.0000000,-0.0152752,-0.0280568,-0.2035758,-0.0056822,0.0008803,-0.0025810,0.1732264,-0.1412538,-0.1873945,-0.0083910,-0.0005345,-0.0103421,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716499,1691512421.394095,0,-0.0007206,0.0000303,-0.0000079,0.0000000,0.0000000,0.0000000,0.0007213,0.0000000,162.9090588,-55.6070704,1550.0937693,1550.1881978,1550.2110742,0.0000000,-0.0302044,0.0015795,-0.1804335,-0.0045575,0.0009753,-0.0019215,-0.1311435,0.2144939,0.0862104,0.0048262,0.0015288,0.0012684,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716500,1691512421.399284,0,-0.0007206,0.0000303,-0.0000079,0.0000000,0.0000000,0.0000000,0.0007213,0.0000000,162.9090588,-55.6070704,1550.0937693,1550.1881978,1550.2110742,0.0000000,-0.0225797,-0.0181672,-0.1680933,-0.0043423,0.0008946,-0.0023154,-0.0013802,-0.1535808,-0.1050788,-0.0047429,0.0007774,-0.0034991,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716501,1691512421.404608,0,0.0000918,-0.0001051,-0.0000025,0.0000000,0.0000000,0.0000000,0.0001395,0.0000000,-23.2750100,133.4556806,1550.0959190,1550.1881978,1550.2083355,0.0000000,0.0011586,-0.0000650,-0.1437046,-0.0033226,0.0006273,-0.0031146,0.1789740,0.1404946,-0.0230779,-0.0000434,0.0000209,-0.0101952,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716502,1691512421.411163,0,0.0004136,-0.0001879,-0.0000017,0.0000000,0.0000000,0.0000000,0.0004543,0.0000000,-18.6879003,127.1862257,1550.0978739,1550.1899579,1550.2089222,0.0000000,-0.0216939,0.0160495,-0.1195452,-0.0023290,0.0006626,-0.0022777,-0.1474178,0.1166293,0.1573094,0.0063702,0.0007278,0.0015014,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716503,1691512421.416950,0,0.0003442,-0.0001525,-0.0000014,0.0000000,0.0000000,0.0000000,0.0003765,0.0000000,-18.4845021,126.9674263,1550.0968955,1550.1899579,1550.2085324,0.0000000,0.0049050,0.0068045,-0.1389960,-0.0031328,0.0004221,-0.0032764,0.0609019,-0.0145166,-0.3511190,-0.0129419,-0.0005823,-0.0058737,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716504,1691512421.422390,0,0.0000523,-0.0001365,-0.0000046,0.0000000,0.0000000,0.0000000,0.0001463,0.0000000,-20.6479716,131.2977374,1550.0972872,1550.1909345,1550.2108774,0.0000000,-0.0057662,0.0334036,-0.1431330,-0.0031023,0.0005634,-0.0028609,-0.1530107,0.2475599,-0.0864892,-0.0024752,0.0014058,0.0016910,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716505,1691512421.427815,0,0.0000523,-0.0001365,-0.0000046,0.0000000,0.0000000,0.0000000,0.0001463,0.0000000,-20.6479716,131.2977374,1550.0972872,1550.1909345,1550.2108774,0.0000000,-0.0152246,0.0071145,-0.1859421,-0.0048751,0.0008570,-0.0027431,-0.2979057,-0.1308739,-0.4422526,-0.0172045,0.0021795,0.0065790,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716506,1691512421.432872,0,-0.0001984,-0.0000789,-0.0000052,0.0000000,0.0000000,0.0000000,0.0002136,0.0000000,164.8641716,-58.9141356,1550.0959190,1550.1885895,1550.2100957,0.0000000,-0.0082709,-0.0040166,-0.2052307,-0.0057651,0.0008490,-0.0030425,-0.1122059,-0.0408090,-0.3435157,-0.0135173,0.0006945,0.0007340,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
716507,1691512421.438356,0,-0.0000217,-0.0000114,-0.0000011,-0.0000000,0.0000000,0.0000000,0.0000245,0.0000000,-16.8559949,126.5069783,1550.0931826,1550.1889794,1550.2071640,0.0000000,-0.0243232,-0.0184904,-0.2046621,-0.0057563,0.0008663,-0.0023198,-0.2175198,-0.1098681,-0.1341009,-0.0037781,0.0002619,0.0053580,7.4451,-75.8439,1.3659,-0.1380,-0.4485,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
