# Ticks,TimeStamp,ValidTipForce,TipForce_mN_0,TipForce_mN_1,TipForce_mN_2,TipForce_mN_3,ScleraForce_mN_0,ScleraForce_mN_1,TipForceNorm_mN,ScleraForceNorm_mN,TipForceDirection0,TipForceDirection1,FBGRaw0,FBGRaw1,FBGRaw2,FBGRaw3,HandleForcesN0,HandleForcesN1,HandleForcesN2,HandleForcesN3,HandleForcesN4,HandleForcesN5,FT_SensorRaw0,FT_SensorRaw1,FT_SensorRaw2,FT_SensorRaw3,FT_SensorRaw4,FT_SensorRaw5,RobotPosition0,RobotPosition1,RobotPosition2,RobotPosition3,RobotPosition4,RobotPosition5,RobotVelocity0,RobotVelocity1,RobotVelocity2,RobotVelocity3,RobotVelocity4,RobotVelocity5,Pedal0,Pedal1,NNPRedictedFsX,NNPRedictedFsY,NNPRedictedFsNorm,Depth_p,x_new_p_0,x_new_p_1,x_new_p_2,P_new_p,PX_new_p_0,PX_new_p_1,PX_new_p_2,PX_new_p_3,PX_new_p_4,PX_new_p_5,PX_new_p_6,PX_new_p_7,PX_new_p_8,desiredControlParams_0,desiredControlParams_1,desiredControlParams_2
703417,1691512351.231187,0,-0.0000449,-0.0000606,-0.0000031,0.0000000,0.0000000,0.0000000,0.0000755,0.0000000,-24.1969145,140.3676828,1550.0957146,1550.1907300,1550.2091095,0.0000000,-0.0073248,0.0399582,-0.1344576,-0.0024593,0.0003463,-0.0022933,-0.0936070,-0.0035426,-0.0496452,-0.0016543,0.0000909,-0.0003112,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703418,1691512351.236953,0,-0.0000449,-0.0000606,-0.0000031,0.0000000,0.0000000,0.0000000,0.0000755,0.0000000,-24.1969145,140.3676828,1550.0957146,1550.1907300,1550.2091095,0.0000000,-0.0017821,0.0519901,-0.1345285,-0.0024147,0.0002731,-0.0026672,-0.0223466,0.1601000,-0.1182509,-0.0042410,0.0002785,-0.0040431,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703419,1691512351.242401,0,-0.0000449,-0.0000606,-0.0000031,0.0000000,0.0000000,0.0000000,0.0000755,0.0000000,-24.1969145,140.3676828,1550.0957146,1550.1907300,1550.2091095,0.0000000,0.0004597,0.0464332,-0.1140546,-0.0017081,0.0000778,-0.0027485,0.0328032,0.0007339,0.0288153,0.0017996,-0.0007496,-0.0047322,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703420,1691512351.247840,0,-0.0000449,-0.0000606,-0.0000031,0.0000000,0.0000000,0.0000000,0.0000755,0.0000000,-24.1969145,140.3676828,1550.0957146,1550.1907300,1550.2091095,0.0000000,-0.0149684,0.0355714,-0.1187435,-0.0021018,0.0003149,-0.0022545,-0.1845720,-0.0343601,-0.0878929,-0.0039353,0.0015979,0.0037539,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703421,1691512351.254124,0,-0.0000449,-0.0000606,-0.0000031,0.0000000,0.0000000,0.0000000,0.0000755,0.0000000,-24.1969145,140.3676828,1550.0957146,1550.1907300,1550.2091095,0.0000000,-0.0008759,0.0297984,-0.1580921,-0.0034986,0.0004345,-0.0026954,-0.1011963,0.0487380,-0.4522772,-0.0152191,0.0012360,0.0007999,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703422,1691512351.259683,0,0.0002322,-0.0001171,-0.0000012,0.0000000,0.0000000,0.0000000,0.0002601,0.0000000,-19.2781722,127.8813444,1550.0966910,1550.1893616,1550.2077392,0.0000000,0.0157337,0.0420296,-0.1765033,-0.0040363,0.0005295,-0.0031653,-0.0091600,0.1798505,-0.3231392,-0.0101774,0.0015811,-0.0023591,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703423,1691512351.265209,0,-0.0002112,0.0000024,-0.0000026,0.0000000,0.0000000,0.0000000,0.0002113,0.0000000,163.0298930,-55.8574213,1550.0939546,1550.1887749,1550.2077392,0.0000000,0.0010147,0.0518296,-0.1871021,-0.0044804,0.0007340,-0.0027004,-0.2140391,0.1507460,-0.1743064,-0.0067091,0.0016899,0.0043640,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703424,1691512351.270284,0,0.0006676,-0.0001786,0.0000021,0.0000000,0.0000000,0.0000000,0.0006911,0.0000000,-18.1332786,126.0912902,1550.0974726,1550.1893616,1550.2059809,0.0000000,-0.0279096,0.0714018,-0.1996105,-0.0048407,0.0010281,-0.0016760,-0.3480238,0.2381863,-0.1275509,-0.0042079,0.0020192,0.0090529,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703425,1691512351.275473,0,0.0003449,-0.0000410,0.0000021,-0.0000000,0.0000000,0.0000000,0.0003473,0.0000000,-17.0734292,124.9027329,1550.0939546,1550.1911218,1550.2057841,0.0000000,-0.0795506,0.0656704,-0.1906608,-0.0045749,0.0013493,0.0000581,-0.4751066,0.0099871,0.0928516,0.0033269,0.0019597,0.0133138,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703426,1691512351.281392,0,0.0003449,-0.0000410,0.0000021,-0.0000000,0.0000000,0.0000000,0.0003473,0.0000000,-17.0734292,124.9027329,1550.0939546,1550.1911218,1550.2057841,0.0000000,-0.0891120,0.0338647,-0.1847736,-0.0045323,0.0014253,0.0004397,-0.2058692,-0.1954141,-0.0847838,-0.0023708,0.0013209,0.0050299,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703427,1691512351.286651,0,0.0003449,-0.0000410,0.0000021,-0.0000000,0.0000000,0.0000000,0.0003473,0.0000000,-17.0734292,124.9027329,1550.0939546,1550.1911218,1550.2057841,0.0000000,-0.0986862,0.0474362,-0.1937734,-0.0046271,0.0015144,0.0009520,-0.2667846,0.1702068,-0.1401494,-0.0027429,0.0012560,0.0068735,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703428,1691512351.291781,0,-0.0002530,0.0000239,-0.0000031,-0.0000000,0.0000000,0.0000000,0.0002542,0.0000000,160.9101201,-55.1390514,1550.0935629,1550.1915117,1550.2089127,0.0000000,-0.0792627,0.0567574,-0.1828737,-0.0040639,0.0011602,0.0003737,0.0165901,0.1420173,-0.1013914,-0.0015631,-0.0009878,-0.0038269,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703429,1691512351.296948,0,-0.0002530,0.0000239,-0.0000031,-0.0000000,0.0000000,0.0000000,0.0002542,0.0000000,160.9101201,-55.1390514,1550.0935629,1550.1915117,1550.2089127,0.0000000,-0.0566762,0.0278931,-0.1882685,-0.0044912,0.0010827,-0.0005320,0.0032012,-0.1523499,-0.2786697,-0.0101164,0.0009464,-0.0031948,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703430,1691512351.302471,0,-0.0002530,0.0000239,-0.0000031,-0.0000000,0.0000000,0.0000000,0.0002542,0.0000000,160.9101201,-55.1390514,1550.0935629,1550.1915117,1550.2089127,0.0000000,-0.0344845,0.0205448,-0.1709965,-0.0039226,0.0008699,-0.0014798,0.1015519,-0.0214592,-0.0981297,-0.0033976,0.0003595,-0.0079366,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703431,1691512351.307955,0,-0.0002530,0.0000239,-0.0000031,-0.0000000,0.0000000,0.0000000,0.0002542,0.0000000,160.9101201,-55.1390514,1550.0935629,1550.1915117,1550.2089127,0.0000000,-0.0221777,0.0399015,-0.1582035,-0.0031852,0.0005923,-0.0018222,0.0366299,0.1954460,-0.0601623,0.0002277,-0.0007982,-0.0051397,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703432,1691512351.313015,0,-0.0002530,0.0000239,-0.0000031,-0.0000000,0.0000000,0.0000000,0.0002542,0.0000000,160.9101201,-55.1390514,1550.0935629,1550.1915117,1550.2089127,0.0000000,-0.0005268,0.0602427,-0.1458310,-0.0026266,0.0002475,-0.0025643,0.1234815,0.2272166,-0.0874318,-0.0020971,-0.0012246,-0.0082678,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703433,1691512351.318394,0,-0.0002530,0.0000239,-0.0000031,-0.0000000,0.0000000,0.0000000,0.0002542,0.0000000,160.9101201,-55.1390514,1550.0935629,1550.1915117,1550.2089127,0.0000000,0.0152016,0.0425195,-0.1573387,-0.0032077,0.0000396,-0.0032018,0.0150610,-0.0518648,-0.2873258,-0.0102841,-0.0009696,-0.0041100,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703434,1691512351.323962,0,-0.0001744,0.0000040,-0.0000026,-0.0000000,0.0000000,0.0000000,0.0001744,0.0000000,161.3126184,-56.6667774,1550.0939546,1550.1909249,1550.2085228,0.0000000,-0.0202036,0.0540567,-0.1654871,-0.0033651,0.0005165,-0.0019663,-0.3561261,0.1505096,-0.0608790,-0.0009416,0.0028900,0.0090459,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703435,1691512351.329453,0,-0.0000397,0.0000580,0.0000005,-0.0000000,0.0000000,0.0000000,0.0000703,0.0000000,-14.4858027,121.9793335,1550.0918049,1550.1915117,1550.2063708,0.0000000,-0.0190626,0.0731436,-0.1864363,-0.0039167,0.0007073,-0.0018983,-0.1579334,0.2563691,-0.2731475,-0.0078714,0.0018161,0.0025009,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703436,1691512351.334947,0,-0.0000397,0.0000580,0.0000005,-0.0000000,0.0000000,0.0000000,0.0000703,0.0000000,-14.4858027,121.9793335,1550.0918049,1550.1915117,1550.2063708,0.0000000,-0.0237263,0.0638568,-0.1741626,-0.0036325,0.0008012,-0.0017395,-0.0883841,0.0007536,-0.0488681,-0.0015854,0.0014716,0.0003589,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703437,1691512351.339998,0,0.0001638,-0.0000630,-0.0000005,0.0000000,0.0000000,0.0000000,0.0001754,0.0000000,-18.0308561,126.4055873,1550.0951279,1550.1899483,1550.2071544,0.0000000,-0.0483473,0.0487619,-0.1754568,-0.0037109,0.0009564,-0.0009056,-0.2904680,-0.0550110,-0.0744937,-0.0015642,0.0011878,0.0069199,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703438,1691512351.345243,0,0.0001638,-0.0000630,-0.0000005,0.0000000,0.0000000,0.0000000,0.0001754,0.0000000,-18.0308561,126.4055873,1550.0951279,1550.1899483,1550.2071544,0.0000000,-0.0586893,0.0286454,-0.1689745,-0.0037055,0.0010990,-0.0006993,-0.1749680,-0.1146098,-0.0658695,-0.0029383,0.0018284,0.0026253,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703439,1691512351.350268,0,0.0001638,-0.0000630,-0.0000005,0.0000000,0.0000000,0.0000000,0.0001754,0.0000000,-18.0308561,126.4055873,1550.0951279,1550.1899483,1550.2071544,0.0000000,-0.0683693,0.0291120,-0.1780679,-0.0039690,0.0013396,-0.0003342,-0.2336790,0.0543809,-0.1553503,-0.0043255,0.0024694,0.0051282,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703440,1691512351.356463,0,-0.0003081,0.0000649,-0.0000019,-0.0000000,0.0000000,0.0000000,0.0003149,0.0000000,161.6524436,-54.0854101,1550.0921947,1550.1893616,1550.2071544,0.0000000,-0.0699375,0.0085368,-0.1666377,-0.0037593,0.0010629,-0.0003132,-0.1085694,-0.1395898,-0.0571698,-0.0020367,-0.0011165,0.0006559,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
703441,1691512351.361479,0,-0.0003081,0.0000649,-0.0000019,-0.0000000,0.0000000,0.0000000,0.0003149,0.0000000,161.6524436,-54.0854101,1550.0921947,1550.1893616,1550.2071544,0.0000000,-0.1182355,0.0219696,-0.1682957,-0.0036557,0.0014828,0.0014624,-0.5121037,0.1156514,0.0611263,0.0037979,0.0025981,0.0150957,7.3842,-75.8210,1.4282,-0.1372,-0.4464,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,12.82,0.00,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
